"","provincia_iso","fecha","num_casos","num_casos_prueba_pcr","num_casos_prueba_test_ac","num_casos_prueba_otras","num_casos_prueba_desconocida","Comunidad.autónoma"
"1852","BU","2020-06-08",4,4,0,0,0,"CL"
"1853","BU","2020-09-08",112,112,0,0,0,"CL"
"1854","BU","2020-09-15",102,101,0,1,0,"CL"
"1855","BU","2020-08-25",50,50,0,0,0,"CL"
"1856","BU","2020-03-01",7,6,1,0,0,"CL"
"1857","BU","2020-06-22",0,0,0,0,0,"CL"
"1858","BU","2020-06-26",1,1,0,0,0,"CL"
"1859","BU","2020-02-20",1,1,0,0,0,"CL"
"1860","BU","2020-03-11",47,35,12,0,0,"CL"
"1861","BU","2020-07-21",3,3,0,0,0,"CL"
"1862","BU","2020-03-16",76,68,8,0,0,"CL"
"1863","BU","2020-06-10",2,2,0,0,0,"CL"
"1864","BU","2020-03-08",17,17,0,0,0,"CL"
"1865","BU","2020-07-18",7,7,0,0,0,"CL"
"1866","BU","2020-02-17",0,0,0,0,0,"CL"
"1867","BU","2020-05-30",6,6,0,0,0,"CL"
"1868","BU","2020-07-20",8,8,0,0,0,"CL"
"1869","BU","2020-05-22",4,4,0,0,0,"CL"
"1870","BU","2020-02-23",1,1,0,0,0,"CL"
"1871","BU","2020-03-10",38,35,3,0,0,"CL"
"1872","BU","2020-03-02",11,9,2,0,0,"CL"
"1873","BU","2020-09-17",72,72,0,0,0,"CL"
"1874","BU","2020-06-29",1,1,0,0,0,"CL"
"1875","BU","2020-03-17",80,70,9,1,0,"CL"
"1876","BU","2020-07-07",1,1,0,0,0,"CL"
"1877","BU","2020-07-05",1,1,0,0,0,"CL"
"1878","BU","2020-02-15",0,0,0,0,0,"CL"
"1879","BU","2020-06-23",1,1,0,0,0,"CL"
"1880","BU","2020-02-26",3,3,0,0,0,"CL"
"1881","BU","2020-06-11",0,0,0,0,0,"CL"
"1882","BU","2020-05-31",1,1,0,0,0,"CL"
"1883","BU","2020-02-27",1,1,0,0,0,"CL"
"1884","BU","2020-06-24",1,1,0,0,0,"CL"
"1885","BU","2020-07-06",2,2,0,0,0,"CL"
"1886","BU","2020-07-08",3,3,0,0,0,"CL"
"1887","BU","2020-06-27",0,0,0,0,0,"CL"
"1888","BU","2020-07-09",0,0,0,0,0,"CL"
"1889","BU","2020-06-01",6,6,0,0,0,"CL"
"1890","BU","2020-02-18",0,0,0,0,0,"CL"
"1891","BU","2020-03-03",9,9,0,0,0,"CL"
"1892","BU","2020-02-24",0,0,0,0,0,"CL"
"1893","BU","2020-07-19",3,3,0,0,0,"CL"
"1894","BU","2020-02-25",1,1,0,0,0,"CL"
"1895","BU","2020-06-25",3,3,0,0,0,"CL"
"1896","BU","2020-06-28",0,0,0,0,0,"CL"
"1897","C","2020-04-06",108,103,4,0,1,"GA"
"1898","C","2020-04-13",77,72,5,0,0,"GA"
"1899","C","2020-03-04",6,6,0,0,0,"GA"
"1900","C","2020-04-12",30,28,2,0,0,"GA"
"1901","C","2020-03-06",15,15,0,0,0,"GA"
"1902","C","2020-04-14",65,32,33,0,0,"GA"
"1903","C","2020-04-07",78,75,1,0,2,"GA"
"1904","C","2020-02-28",3,3,0,0,0,"GA"
"1905","C","2020-02-21",0,0,0,0,0,"GA"
"1906","C","2020-02-27",4,4,0,0,0,"GA"
"1907","C","2020-08-10",82,82,0,0,0,"GA"
"1908","C","2020-02-29",0,0,0,0,0,"GA"
"1909","C","2020-09-22",0,0,0,0,0,"GA"
"1910","C","2020-08-31",98,98,0,0,0,"GA"
"1911","C","2020-03-07",16,15,0,0,1,"GA"
"1912","C","2020-04-11",32,30,1,0,1,"GA"
"1913","C","2020-03-05",7,7,0,0,0,"GA"
"1914","C","2020-09-01",123,123,0,0,0,"GA"
"1915","C","2020-03-08",17,16,0,0,1,"GA"
"1916","C","2020-03-01",2,1,1,0,0,"GA"
"1917","C","2020-02-22",1,1,0,0,0,"GA"
"1918","C","2020-08-08",55,55,0,0,0,"GA"
"1919","C","2020-04-04",54,54,0,0,0,"GA"
"1920","C","2020-03-28",115,113,0,0,2,"GA"
"1921","C","2020-02-20",1,1,0,0,0,"GA"
"1922","C","2020-09-02",141,141,0,0,0,"GA"
"1923","C","2020-03-23",134,134,0,0,0,"GA"
"1924","C","2020-03-29",92,91,1,0,0,"GA"
"1925","C","2020-04-15",161,67,92,0,2,"GA"
"1926","C","2020-04-05",68,66,1,0,1,"GA"
"1927","C","2020-07-12",0,0,0,0,0,"GA"
"1928","C","2020-03-30",119,113,4,0,2,"GA"
"1929","C","2020-09-21",35,35,0,0,0,"GA"
"1930","C","2020-04-08",57,56,1,0,0,"GA"
"1931","C","2020-03-25",127,124,2,0,1,"GA"
"1932","C","2020-08-09",34,34,0,0,0,"GA"
"1933","C","2020-02-26",2,2,0,0,0,"GA"
"1934","C","2020-02-14",0,0,0,0,0,"GA"
"1935","C","2020-03-02",7,7,0,0,0,"GA"
"1936","C","2020-03-31",49,48,0,0,1,"GA"
"1937","C","2020-02-15",0,0,0,0,0,"GA"
"1938","C","2020-04-16",66,38,26,0,2,"GA"
"1939","C","2020-08-11",91,91,0,0,0,"GA"
"1940","C","2020-03-21",113,112,0,0,1,"GA"
"1941","C","2020-09-19",77,77,0,0,0,"GA"
"1942","C","2020-07-13",1,1,0,0,0,"GA"
"1943","C","2020-08-29",146,146,0,0,0,"GA"
"1944","C","2020-03-26",97,93,4,0,0,"GA"
"1945","C","2020-03-18",137,135,0,0,2,"GA"
"1946","C","2020-02-19",0,0,0,0,0,"GA"
"1947","C","2020-09-03",115,115,0,0,0,"GA"
"1948","C","2020-02-23",0,0,0,0,0,"GA"
"1949","C","2020-09-23",0,0,0,0,0,"GA"
"1950","C","2020-05-09",10,5,5,0,0,"GA"
"1951","C","2020-08-12",109,109,0,0,0,"GA"
"1952","C","2020-03-22",114,114,0,0,0,"GA"
"1953","C","2020-09-20",52,52,0,0,0,"GA"
"1954","C","2020-04-29",63,34,28,0,1,"GA"
"1955","C","2020-08-30",116,116,0,0,0,"GA"
"1956","C","2020-09-06",73,73,0,0,0,"GA"
"1957","C","2020-09-05",114,114,0,0,0,"GA"
"1958","C","2020-05-12",8,8,0,0,0,"GA"
"1959","C","2020-05-11",5,5,0,0,0,"GA"
"1960","C","2020-04-17",65,24,39,0,2,"GA"
"1961","C","2020-02-17",0,0,0,0,0,"GA"
"1962","C","2020-05-10",5,5,0,0,0,"GA"
"1963","C","2020-03-09",36,35,0,0,1,"GA"
"1964","C","2020-03-16",162,161,1,0,0,"GA"
"1965","C","2020-02-07",0,0,0,0,0,"GA"
"1966","C","2020-04-30",60,17,31,0,12,"GA"
"1967","C","2020-08-27",133,133,0,0,0,"GA"
"1968","C","2020-09-07",117,117,0,0,0,"GA"
"1969","C","2020-03-27",141,138,2,0,1,"GA"
"1970","C","2020-03-13",94,94,0,0,0,"GA"
"1971","C","2020-03-19",117,115,2,0,0,"GA"
"1972","C","2020-03-11",52,50,1,0,1,"GA"
"1973","C","2020-04-09",71,65,5,0,1,"GA"
"1974","C","2020-03-03",9,9,0,0,0,"GA"
"1975","C","2020-03-24",114,113,0,0,1,"GA"
"1976","C","2020-03-17",143,142,1,0,0,"GA"
"1977","C","2020-02-08",0,0,0,0,0,"GA"
"1978","C","2020-05-01",60,4,48,0,8,"GA"
"1979","C","2020-08-28",146,146,0,0,0,"GA"
"1980","C","2020-09-08",111,111,0,0,0,"GA"
"1981","C","2020-03-14",91,90,0,0,1,"GA"
"1982","C","2020-04-21",46,26,20,0,0,"GA"
"1983","C","2020-07-17",4,4,0,0,0,"GA"
"1984","C","2020-08-25",134,134,0,0,0,"GA"
"1985","C","2020-02-12",0,0,0,0,0,"GA"
"1986","C","2020-02-18",0,0,0,0,0,"GA"
"1987","C","2020-08-15",127,127,0,0,0,"GA"
"1988","C","2020-04-01",115,112,2,0,1,"GA"
"1989","C","2020-02-16",0,0,0,0,0,"GA"
"1990","C","2020-07-14",7,7,0,0,0,"GA"
"1991","C","2020-06-06",0,0,0,0,0,"GA"
"1992","C","2020-09-09",102,102,0,0,0,"GA"
"1993","C","2020-03-15",110,109,1,0,0,"GA"
"1994","C","2020-04-22",53,30,22,0,1,"GA"
"1995","C","2020-08-26",148,148,0,0,0,"GA"
"1996","C","2020-02-13",0,0,0,0,0,"GA"
"1997","C","2020-05-13",5,5,0,0,0,"GA"
"1998","C","2020-03-12",75,75,0,0,0,"GA"
"1999","C","2020-04-18",42,28,14,0,0,"GA"
"2000","C","2020-02-24",0,0,0,0,0,"GA"
"2001","C","2020-02-10",0,0,0,0,0,"GA"
"2002","C","2020-07-15",7,7,0,0,0,"GA"
"2003","C","2020-08-13",95,95,0,0,0,"GA"
"2004","C","2020-09-10",100,100,0,0,0,"GA"
"2005","C","2020-04-23",62,40,22,0,0,"GA"
"2006","C","2020-07-05",1,1,0,0,0,"GA"
"2007","C","2020-08-02",21,21,0,0,0,"GA"
"2008","C","2020-05-31",1,1,0,0,0,"GA"
"2009","C","2020-03-20",186,184,0,0,2,"GA"
"2010","C","2020-04-20",47,31,16,0,0,"GA"
"2011","C","2020-04-10",44,39,5,0,0,"GA"
"2012","C","2020-09-04",111,111,0,0,0,"GA"
"2013","C","2020-02-11",0,0,0,0,0,"GA"
"2014","C","2020-06-08",3,3,0,0,0,"GA"
"2015","C","2020-03-10",53,53,0,0,0,"GA"
"2016","C","2020-04-24",36,26,10,0,0,"GA"
"2017","C","2020-08-21",151,151,0,0,0,"GA"
"2018","C","2020-07-06",1,1,0,0,0,"GA"
"2019","C","2020-08-03",38,38,0,0,0,"GA"
"2020","C","2020-05-08",16,5,7,0,4,"GA"
"2021","C","2020-05-15",4,4,0,0,0,"GA"
"2022","C","2020-05-22",0,0,0,0,0,"GA"
"2023","C","2020-04-28",38,13,23,0,2,"GA"
"2024","C","2020-06-05",2,2,0,0,0,"GA"
"2025","C","2020-07-03",1,1,0,0,0,"GA"
"2026","C","2020-06-09",1,1,0,0,0,"GA"
"2027","C","2020-08-07",90,90,0,0,0,"GA"
"2028","C","2020-04-25",13,11,1,0,1,"GA"
"2029","C","2020-02-09",0,0,0,0,0,"GA"
"2030","C","2020-05-02",71,15,41,0,15,"GA"
"2031","C","2020-08-04",31,31,0,0,0,"GA"
"2032","C","2020-05-16",2,2,0,0,0,"GA"
"2033","C","2020-05-23",5,5,0,0,0,"GA"
"2034","C","2020-06-20",5,5,0,0,0,"GA"
"2035","C","2020-02-06",0,0,0,0,0,"GA"
"2036","C","2020-07-04",1,1,0,0,0,"GA"
"2037","C","2020-07-11",6,6,0,0,0,"GA"
"2038","C","2020-04-19",24,19,5,0,0,"GA"
"2039","C","2020-08-16",82,82,0,0,0,"GA"
"2040","C","2020-04-02",88,85,2,0,1,"GA"
"2041","C","2020-08-23",113,113,0,0,0,"GA"
"2042","C","2020-05-03",41,6,35,0,0,"GA"
"2043","C","2020-06-07",1,0,0,0,1,"GA"
"2044","C","2020-05-17",2,2,0,0,0,"GA"
"2045","C","2020-05-24",5,5,0,0,0,"GA"
"2046","C","2020-08-20",126,126,0,0,0,"GA"
"2047","C","2020-09-17",114,114,0,0,0,"GA"
"2048","C","2020-07-27",14,14,0,0,0,"GA"
"2049","C","2020-05-14",4,3,1,0,0,"GA"
"2050","C","2020-06-11",1,1,0,0,0,"GA"
"2051","C","2020-04-27",23,16,5,0,2,"GA"
"2052","C","2020-02-25",0,0,0,0,0,"GA"
"2053","C","2020-02-04",1,0,1,0,0,"GA"
"2054","C","2020-07-16",6,6,0,0,0,"GA"
"2055","C","2020-08-14",114,114,0,0,0,"GA"
"2056","C","2020-09-11",66,66,0,0,0,"GA"
"2057","C","2020-05-25",2,1,1,0,0,"GA"
"2058","C","2020-09-18",71,71,0,0,0,"GA"
"2059","C","2020-06-01",1,1,0,0,0,"GA"
"2060","C","2020-06-29",1,1,0,0,0,"GA"
"2061","C","2020-01-31",0,0,0,0,0,"GA"
"2062","C","2020-06-12",1,1,0,0,0,"GA"
"2063","C","2020-02-05",0,0,0,0,0,"GA"
"2064","C","2020-09-15",80,80,0,0,0,"GA"
"2065","C","2020-05-29",1,1,0,0,0,"GA"
"2066","C","2020-05-05",31,5,12,0,14,"GA"
"2067","C","2020-07-24",9,9,0,0,0,"GA"
"2068","C","2020-09-12",106,106,0,0,0,"GA"
"2069","C","2020-08-22",151,151,0,0,0,"GA"
"2070","C","2020-07-07",0,0,0,0,0,"GA"
"2071","C","2020-06-02",0,0,0,0,0,"GA"
"2072","C","2020-06-30",1,1,0,0,0,"GA"
"2073","C","2020-06-13",0,0,0,0,0,"GA"
"2074","C","2020-07-28",10,10,0,0,0,"GA"
"2075","C","2020-08-19",105,105,0,0,0,"GA"
"2076","C","2020-09-16",85,85,0,0,0,"GA"
"2077","C","2020-08-01",25,25,0,0,0,"GA"
"2078","C","2020-06-10",0,0,0,0,0,"GA"
"2079","C","2020-07-25",4,4,0,0,0,"GA"
"2080","C","2020-04-26",12,9,3,0,0,"GA"
"2081","C","2020-02-03",1,1,0,0,0,"GA"
"2082","C","2020-07-08",2,2,0,0,0,"GA"
"2083","C","2020-08-05",29,29,0,0,0,"GA"
"2084","C","2020-07-29",12,12,0,0,0,"GA"
"2085","C","2020-06-14",0,0,0,0,0,"GA"
"2086","C","2020-06-21",0,0,0,0,0,"GA"
"2087","C","2020-08-17",133,133,0,0,0,"GA"
"2088","C","2020-07-19",5,5,0,0,0,"GA"
"2089","C","2020-06-28",1,1,0,0,0,"GA"
"2090","C","2020-05-07",18,3,7,0,8,"GA"
"2091","C","2020-08-06",77,77,0,0,0,"GA"
"2092","C","2020-04-03",89,89,0,0,0,"GA"
"2093","C","2020-05-28",1,1,0,0,0,"GA"
"2094","C","2020-05-04",22,7,8,0,7,"GA"
"2095","C","2020-07-20",2,2,0,0,0,"GA"
"2096","C","2020-05-18",4,4,0,0,0,"GA"
"2097","C","2020-06-15",1,1,0,0,0,"GA"
"2098","C","2020-02-01",0,0,0,0,0,"GA"
"2099","C","2020-08-18",147,147,0,0,0,"GA"
"2100","C","2020-05-30",0,0,0,0,0,"GA"
"2101","C","2020-05-06",21,7,10,1,3,"GA"
"2102","C","2020-07-18",3,3,0,0,0,"GA"
"2103","C","2020-09-13",103,103,0,0,0,"GA"
"2104","C","2020-05-19",5,5,0,0,0,"GA"
"2105","C","2020-05-26",1,1,0,0,0,"GA"
"2106","C","2020-07-10",0,0,0,0,0,"GA"
"2107","C","2020-07-21",4,4,0,0,0,"GA"
"2108","C","2020-06-22",0,0,0,0,0,"GA"
"2109","C","2020-07-26",4,4,0,0,0,"GA"
"2110","C","2020-02-02",0,0,0,0,0,"GA"
"2111","C","2020-08-24",114,114,0,0,0,"GA"
"2112","C","2020-06-18",0,0,0,0,0,"GA"
"2113","C","2020-05-27",0,0,0,0,0,"GA"
"2114","C","2020-06-03",0,0,0,0,0,"GA"
"2115","C","2020-07-01",0,0,0,0,0,"GA"
"2116","C","2020-06-23",0,0,0,0,0,"GA"
"2117","C","2020-07-31",22,22,0,0,0,"GA"
"2118","C","2020-06-19",0,0,0,0,0,"GA"
"2119","C","2020-07-02",2,2,0,0,0,"GA"
"2120","C","2020-06-27",2,2,0,0,0,"GA"
"2121","C","2020-07-22",10,10,0,0,0,"GA"
"2122","C","2020-07-09",1,1,0,0,0,"GA"
"2123","C","2020-05-20",6,6,0,0,0,"GA"
"2124","C","2020-07-30",22,22,0,0,0,"GA"
"2125","C","2020-06-16",0,0,0,0,0,"GA"
"2126","C","2020-09-14",67,67,0,0,0,"GA"
"2127","C","2020-07-23",9,9,0,0,0,"GA"
"2128","C","2020-06-17",2,2,0,0,0,"GA"
"2129","C","2020-06-04",0,0,0,0,0,"GA"
"2130","C","2020-06-24",0,0,0,0,0,"GA"
"2131","C","2020-06-26",0,0,0,0,0,"GA"
"2132","C","2020-05-21",10,10,0,0,0,"GA"
"2133","C","2020-06-25",2,2,0,0,0,"GA"
"2134","CA","2020-02-28",0,0,0,0,0,"AN"
"2135","CA","2020-03-14",48,46,2,0,0,"AN"
"2136","CA","2020-03-21",67,65,2,0,0,"AN"
"2137","CA","2020-06-21",0,0,0,0,0,"AN"
"2138","CA","2020-06-26",3,3,0,0,0,"AN"
"2139","CA","2020-03-22",41,38,3,0,0,"AN"
"2140","CA","2020-02-13",0,0,0,0,0,"AN"
"2141","CA","2020-02-29",1,1,0,0,0,"AN"
"2142","CA","2020-02-14",0,0,0,0,0,"AN"
"2143","CA","2020-03-06",2,2,0,0,0,"AN"
"2144","CA","2020-02-27",1,0,1,0,0,"AN"
"2145","CA","2020-03-01",3,1,2,0,0,"AN"
"2146","CA","2020-03-09",12,12,0,0,0,"AN"
"2147","CA","2020-02-22",0,0,0,0,0,"AN"
"2148","CA","2020-07-12",0,0,0,0,0,"AN"
"2149","CA","2020-07-26",7,7,0,0,0,"AN"
"2150","CA","2020-03-07",3,3,0,0,0,"AN"
"2151","CA","2020-02-26",1,1,0,0,0,"AN"
"2152","CA","2020-06-22",1,1,0,0,0,"AN"
"2153","CA","2020-07-27",4,4,0,0,0,"AN"
"2154","CA","2020-03-16",70,64,6,0,0,"AN"
"2155","CA","2020-02-23",0,0,0,0,0,"AN"
"2156","CA","2020-02-19",0,0,0,0,0,"AN"
"2157","CA","2020-03-19",55,53,2,0,0,"AN"
"2158","CA","2020-03-08",7,6,1,0,0,"AN"
"2159","CA","2020-02-20",0,0,0,0,0,"AN"
"2160","CA","2020-06-23",1,1,0,0,0,"AN"
"2161","CA","2020-03-15",56,52,4,0,0,"AN"
"2162","CA","2020-04-04",17,11,6,0,0,"AN"
"2163","CA","2020-03-18",49,44,5,0,0,"AN"
"2164","CA","2020-06-20",1,1,0,0,0,"AN"
"2165","CA","2020-07-25",5,5,0,0,0,"AN"
"2166","CA","2020-03-23",56,52,4,0,0,"AN"
"2167","CA","2020-02-15",0,0,0,0,0,"AN"
"2168","CA","2020-03-02",3,3,0,0,0,"AN"
"2169","CA","2020-07-29",5,5,0,0,0,"AN"
"2170","CA","2020-03-20",68,65,3,0,0,"AN"
"2171","CA","2020-02-21",0,0,0,0,0,"AN"
"2172","CA","2020-02-07",0,0,0,0,0,"AN"
"2173","CA","2020-04-06",33,26,7,0,0,"AN"
"2174","CA","2020-08-07",37,37,0,0,0,"AN"
"2175","CA","2020-05-07",0,0,0,0,0,"AN"
"2176","CA","2020-03-12",26,25,1,0,0,"AN"
"2177","CA","2020-03-10",20,18,2,0,0,"AN"
"2178","CA","2020-06-15",1,1,0,0,0,"AN"
"2179","CA","2020-03-31",21,21,0,0,0,"AN"
"2180","CA","2020-03-17",55,51,4,0,0,"AN"
"2181","CA","2020-04-07",30,23,7,0,0,"AN"
"2182","CA","2020-08-28",119,119,0,0,0,"AN"
"2183","CA","2020-08-03",21,21,0,0,0,"AN"
"2184","CA","2020-06-08",0,0,0,0,0,"AN"
"2185","CA","2020-06-19",1,1,0,0,0,"AN"
"2186","CA","2020-03-11",31,29,2,0,0,"AN"
"2187","CA","2020-03-04",2,2,0,0,0,"AN"
"2188","CA","2020-03-28",34,28,6,0,0,"AN"
"2189","CA","2020-02-16",0,0,0,0,0,"AN"
"2190","CA","2020-06-16",0,0,0,0,0,"AN"
"2191","CA","2020-04-01",29,26,3,0,0,"AN"
"2192","CA","2020-05-02",7,0,7,0,0,"AN"
"2193","CA","2020-07-28",9,9,0,0,0,"AN"
"2194","CA","2020-05-09",0,0,0,0,0,"AN"
"2195","CA","2020-06-13",0,0,0,0,0,"AN"
"2196","CA","2020-03-29",35,34,1,0,0,"AN"
"2197","CA","2020-04-05",12,11,1,0,0,"AN"
"2198","CA","2020-02-06",0,0,0,0,0,"AN"
"2199","CA","2020-04-03",20,20,0,0,0,"AN"
"2200","CA","2020-08-01",19,19,0,0,0,"AN"
"2201","CA","2020-07-31",19,19,0,0,0,"AN"
"2202","CA","2020-04-02",21,20,1,0,0,"AN"
"2203","CA","2020-02-24",0,0,0,0,0,"AN"
"2204","CA","2020-06-24",3,3,0,0,0,"AN"
"2205","CA","2020-04-09",7,7,0,0,0,"AN"
"2206","CA","2020-08-05",29,29,0,0,0,"AN"
"2207","CA","2020-03-30",39,33,6,0,0,"AN"
"2208","CA","2020-04-23",17,8,9,0,0,"AN"
"2209","CA","2020-07-19",4,4,0,0,0,"AN"
"2210","CA","2020-03-13",33,31,2,0,0,"AN"
"2211","CA","2020-04-30",11,1,10,0,0,"AN"
"2212","CA","2020-03-05",1,1,0,0,0,"AN"
"2213","CA","2020-02-18",1,1,0,0,0,"AN"
"2214","CA","2020-02-17",0,0,0,0,0,"AN"
"2215","CA","2020-02-25",0,0,0,0,0,"AN"
"2216","CA","2020-03-03",5,5,0,0,0,"AN"
"2217","CA","2020-07-30",17,17,0,0,0,"AN"
"2218","CA","2020-03-24",47,45,2,0,0,"AN"
"2219","CA","2020-07-13",4,4,0,0,0,"AN"
"2220","CA","2020-04-24",15,7,8,0,0,"AN"
"2221","CA","2020-07-20",4,4,0,0,0,"AN"
"2222","CA","2020-06-29",3,3,0,0,0,"AN"
"2223","CA","2020-05-08",2,1,1,0,0,"AN"
"2224","CA","2020-02-12",0,0,0,0,0,"AN"
"2225","CA","2020-06-12",1,1,0,0,0,"AN"
"2226","CA","2020-07-24",7,7,0,0,0,"AN"
"2227","CA","2020-05-05",10,2,8,0,0,"AN"
"2228","CA","2020-09-01",142,142,0,0,0,"AN"
"2229","CA","2020-04-11",13,8,5,0,0,"AN"
"2230","CA","2020-03-25",43,38,5,0,0,"AN"
"2231","CA","2020-07-14",2,2,0,0,0,"AN"
"2232","CA","2020-06-09",1,1,0,0,0,"AN"
"2233","CA","2020-04-08",33,25,8,0,0,"AN"
"2234","CA","2020-06-30",1,1,0,0,0,"AN"
"2235","CA","2020-08-04",17,17,0,0,0,"AN"
"2236","CA","2020-07-11",0,0,0,0,0,"AN"
"2237","CA","2020-07-18",3,3,0,0,0,"AN"
"2238","CA","2020-05-30",0,0,0,0,0,"AN"
"2239","CA","2020-05-06",2,0,2,0,0,"AN"
"2240","CA","2020-09-02",120,120,0,0,0,"AN"
"2241","CA","2020-03-26",40,35,5,0,0,"AN"
"2242","CA","2020-06-17",2,2,0,0,0,"AN"
"2243","CA","2020-07-15",2,2,0,0,0,"AN"
"2244","CA","2020-05-03",1,0,1,0,0,"AN"
"2245","CA","2020-07-22",1,1,0,0,0,"AN"
"2246","CA","2020-05-10",0,0,0,0,0,"AN"
"2247","CA","2020-06-14",0,0,0,0,0,"AN"
"2248","CA","2020-01-31",0,0,0,0,0,"AN"
"2249","CA","2020-06-07",0,0,0,0,0,"AN"
"2250","CA","2020-07-05",0,0,0,0,0,"AN"
"2251","CA","2020-05-24",0,0,0,0,0,"AN"
"2252","CA","2020-08-02",14,14,0,0,0,"AN"
"2253","CA","2020-03-27",30,28,2,0,0,"AN"
"2254","CA","2020-06-18",13,13,0,0,0,"AN"
"2255","CA","2020-07-16",1,1,0,0,0,"AN"
"2256","CA","2020-06-25",0,0,0,0,0,"AN"
"2257","CA","2020-04-10",22,17,5,0,0,"AN"
"2258","CA","2020-08-06",23,23,0,0,0,"AN"
"2259","CA","2020-02-08",0,0,0,0,0,"AN"
"2260","CA","2020-02-01",2,2,0,0,0,"AN"
"2261","CA","2020-05-01",7,0,7,0,0,"AN"
"2262","CA","2020-05-25",2,2,0,0,0,"AN"
"2263","CA","2020-04-22",8,6,2,0,0,"AN"
"2264","CA","2020-05-15",1,0,1,0,0,"AN"
"2265","CA","2020-04-21",10,7,3,0,0,"AN"
"2266","CA","2020-07-17",2,2,0,0,0,"AN"
"2267","CA","2020-04-28",10,6,4,0,0,"AN"
"2268","CA","2020-08-25",101,101,0,0,0,"AN"
"2269","CA","2020-09-22",0,0,0,0,0,"AN"
"2270","CA","2020-04-18",17,9,8,0,0,"AN"
"2271","CA","2020-02-09",0,0,0,0,0,"AN"
"2272","CA","2020-08-22",60,60,0,0,0,"AN"
"2273","CA","2020-07-21",3,3,0,0,0,"AN"
"2274","CA","2020-05-26",3,3,0,0,0,"AN"
"2275","CA","2020-08-08",36,36,0,0,0,"AN"
"2276","CA","2020-08-20",87,87,0,0,0,"AN"
"2277","CA","2020-08-19",73,73,0,0,0,"AN"
"2278","CA","2020-09-04",171,171,0,0,0,"AN"
"2279","CA","2020-04-29",14,3,11,0,0,"AN"
"2280","CA","2020-08-26",99,99,0,0,0,"AN"
"2281","CA","2020-04-12",21,11,10,0,0,"AN"
"2282","CA","2020-04-19",7,3,4,0,0,"AN"
"2283","CA","2020-02-10",0,0,0,0,0,"AN"
"2284","CA","2020-06-10",1,1,0,0,0,"AN"
"2285","CA","2020-08-30",50,50,0,0,0,"AN"
"2286","CA","2020-07-01",1,1,0,0,0,"AN"
"2287","CA","2020-08-09",40,40,0,0,0,"AN"
"2288","CA","2020-04-16",12,8,4,0,0,"AN"
"2289","CA","2020-05-17",1,0,1,0,0,"AN"
"2290","CA","2020-06-28",0,0,0,0,0,"AN"
"2291","CA","2020-04-15",13,9,4,0,0,"AN"
"2292","CA","2020-09-03",103,103,0,0,0,"AN"
"2293","CA","2020-04-20",7,4,3,0,0,"AN"
"2294","CA","2020-08-17",62,62,0,0,0,"AN"
"2295","CA","2020-05-04",2,2,0,0,0,"AN"
"2296","CA","2020-08-31",88,88,0,0,0,"AN"
"2297","CA","2020-07-23",3,3,0,0,0,"AN"
"2298","CA","2020-05-11",2,1,1,0,0,"AN"
"2299","CA","2020-04-17",10,7,3,0,0,"AN"
"2300","CA","2020-08-14",64,64,0,0,0,"AN"
"2301","CA","2020-07-06",0,0,0,0,0,"AN"
"2302","CA","2020-08-21",83,83,0,0,0,"AN"
"2303","CA","2020-05-16",3,0,3,0,0,"AN"
"2304","CA","2020-09-05",91,91,0,0,0,"AN"
"2305","CA","2020-04-14",12,5,7,0,0,"AN"
"2306","CA","2020-07-10",1,1,0,0,0,"AN"
"2307","CA","2020-05-29",1,1,0,0,0,"AN"
"2308","CA","2020-02-05",0,0,0,0,0,"AN"
"2309","CA","2020-06-05",2,2,0,0,0,"AN"
"2310","CA","2020-05-12",4,4,0,0,0,"AN"
"2311","CA","2020-04-25",15,3,12,0,0,"AN"
"2312","CA","2020-02-02",0,0,0,0,0,"AN"
"2313","CA","2020-08-29",84,84,0,0,0,"AN"
"2314","CA","2020-05-18",2,2,0,0,0,"AN"
"2315","CA","2020-09-07",67,67,0,0,0,"AN"
"2316","CA","2020-05-31",3,3,0,0,0,"AN"
"2317","CA","2020-08-13",43,43,0,0,0,"AN"
"2318","CA","2020-09-12",104,104,0,0,0,"AN"
"2319","CA","2020-06-06",0,0,0,0,0,"AN"
"2320","CA","2020-07-04",3,3,0,0,0,"AN"
"2321","CA","2020-09-23",0,0,0,0,0,"AN"
"2322","CA","2020-05-13",3,3,0,0,0,"AN"
"2323","CA","2020-04-26",5,1,4,0,0,"AN"
"2324","CA","2020-08-23",64,64,0,0,0,"AN"
"2325","CA","2020-07-08",3,3,0,0,0,"AN"
"2326","CA","2020-08-10",42,42,0,0,0,"AN"
"2327","CA","2020-07-07",2,2,0,0,0,"AN"
"2328","CA","2020-09-19",40,40,0,0,0,"AN"
"2329","CA","2020-09-06",168,168,0,0,0,"AN"
"2330","CA","2020-09-14",43,43,0,0,0,"AN"
"2331","CA","2020-09-13",56,56,0,0,0,"AN"
"2332","CA","2020-08-27",142,142,0,0,0,"AN"
"2333","CA","2020-04-13",12,11,1,0,0,"AN"
"2334","CA","2020-05-14",2,2,0,0,0,"AN"
"2335","CA","2020-02-11",0,0,0,0,0,"AN"
"2336","CA","2020-06-11",1,1,0,0,0,"AN"
"2337","CA","2020-07-09",2,2,0,0,0,"AN"
"2338","CA","2020-07-02",3,3,0,0,0,"AN"
"2339","CA","2020-05-19",0,0,0,0,0,"AN"
